run,c8_over_f4_TeV4,include_daisy,c6_over_f2_TeV2,beta_over_H_raw,beta_over_H_best_fit,fit_degree
run05,2.0,True,3.3434343434343434,758.3306668707812,484.72266559390994,1
run05,2.0,True,3.3474747474747475,443.9108817998516,478.7959562772701,1
run05,2.0,True,3.351515151515152,385.3960931409167,472.94171290005664,1
run05,2.0,True,3.355555555555556,398.4179540364039,467.1590494204399,1
run05,2.0,True,3.35959595959596,385.43032020101714,461.4470906302308,1
run05,2.0,True,3.3636363636363638,376.65849103135446,455.8049720224214,1
run05,2.0,True,3.367676767676768,208.59556025858456,450.2318396603394,1
run05,2.0,True,3.3717171717171714,465.4583320416303,444.726850048407,1
run05,2.0,True,3.3757575757575755,486.2390695640855,439.2891700044745,1
run05,2.0,True,3.37979797979798,558.372006101827,433.91797653371964,1
run05,5.0,False,2.8,1243.6243461416818,1313.4868286220697,3
run05,5.0,False,2.804040404040404,1188.5434727253544,1286.3462916639653,3
run05,5.0,False,2.808080808080808,1209.958799147543,1260.4916070591826,3
run05,5.0,False,2.812121212121212,1322.960688824928,1235.8452657453895,3
run05,5.0,False,2.816161616161616,1300.1279575251815,1212.3346456792801,3
run05,5.0,False,2.82020202020202,1179.1614253193995,1189.8916331704645,3
run05,5.0,False,2.824242424242424,1115.494295782151,1168.4522761095247,3
run05,5.0,False,2.8282828282828283,1200.3489593134873,1147.9564662300581,3
run05,5.0,False,2.8323232323232324,1180.6904718149128,1128.3476478276586,3
run05,5.0,False,2.8363636363636364,1021.212361240548,1109.5725506124702,3
run05,5.0,False,2.8404040404040405,1002.7285569649702,1091.58094459922,3
run05,5.0,False,2.844444444444444,1053.296220210027,1074.325415142508,3
run05,5.0,False,2.848484848484848,1043.8611733695732,1057.7611564080098,3
run05,5.0,False,2.852525252525252,994.332107196899,1041.8457817345866,3
run05,5.0,False,2.8565656565656563,1230.4451107579362,1026.5391494897685,3
run05,5.0,False,2.8606060606060604,1092.5031916528071,1011.8032031538415,3
run05,5.0,False,2.8646464646464644,1019.2263342479748,997.6018244869342,3
run05,5.0,False,2.8686868686868685,930.7016032009112,983.9006987409059,3
run05,5.0,False,2.872727272727273,1006.0091436877628,970.6671909743154,3
run05,5.0,False,2.8767676767676766,877.3740840120064,957.8702326156439,3
run05,5.0,False,2.8808080808080807,1077.140334273397,945.480217498099,3
run05,5.0,False,2.8848484848484848,966.6069526278376,933.468906659705,3
run05,5.0,False,2.888888888888889,1065.2137819923269,921.8093412655693,3
run05,5.0,False,2.892929292929293,876.558957628885,910.4757630661161,3
